toi,st_pmra,st_pmraerr1,st_pmraerr2,st_pmdec,st_pmdecerr1,st_pmdecerr2,pl_tranmid,pl_orbper,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_rade,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_dist,st_disterr1,st_disterr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_rad,disposition_category
348,-5.951,0.04,-0.04,1.354,0.045,-0.045,2460644.061,5.3089937,5.876,0.52,-0.52,531.0,15.3344,-15.3344,3.29803,2090.71,1883.0,9.68129,0.006,-0.006,239.945,1.52,-1.52,6927.0,319.6,-319.6,4.18,1.65,FALSE_POSITIVE
349,9.874,0.053,-0.053,-87.518,0.048,-0.048,2458355.184,1.3382314,2.1560676,0.0086322,-0.0086322,27137.09201,83.61518,-83.61518,14.8542602,1188.621855,1497.547744,11.8295,0.006,-0.006,267.206,3.7205,-3.7205,5436.0,131.1,-131.1,4.46024,0.894974,CONFIRMED
350,79.486,0.045,-0.045,15.428,0.044,-0.044,2460367.072,2.3106428,1.294,0.044,-0.044,6911.0,109.767,-109.767,8.76741,203.685,1052.0,10.4782,0.006,-0.006,149.667,0.652,-0.652,5339.9,155.2,-155.2,4.41,0.99,CONFIRMED
351,-5.538,0.158,-0.158,-4.609,0.12,-0.12,2458650.326,1.7167587,2.044,0.356,-0.356,13620.0,54.8642,-54.8642,9.49438,215.049,1066.0,12.052,0.163,-0.163,7170.63,2645.94,-2645.94,3917.3,185.3,-185.3,4.34,1.24,FALSE_POSITIVE
352,0.759,0.026,-0.026,-2.879,0.032,-0.032,2459253.248,2.2920348,3.1812507,0.0881116,-0.0881116,10585.2906,207.89972,-207.89972,13.2497142,1637.205807,1622.353794,13.1472,0.006,-0.006,800.377,10.401,-10.401,6208.0,122.0,-122.0,4.31,1.26526,CONFIRMED
353,58.003,0.047,-0.047,-33.25,0.036,-0.036,2459083.352,7.04083,2.979,0.235,-0.235,1580.0,458.747,-458.747,8.46404,852.336,1505.0,9.7906,0.006,-0.006,102.238,0.2185,-0.2185,5317.0,65.7,-65.7,4.49,0.91,FALSE_POSITIVE
354,2.241,0.042,-0.042,-6.714,0.045,-0.045,2459762.1,4.627664,2.306,0.228,-0.228,6190.0,43.3954,-43.3954,14.3694,1038.78,1581.0,9.54417,0.006,-0.006,222.663,1.2505,-1.2505,6727.6,123.7,-123.7,4.22,1.55,CONFIRMED
355,-5.473,0.064,-0.064,-15.368,0.039,-0.039,2460224.828,8.0179256,1.018,0.162,-0.162,8684.0,694.461,-694.461,9.29428,8.84387,480.0,12.5227,0.007,-0.007,361.951,4.0395,-4.0395,5356.0,125.0,-125.0,4.46,0.94,FALSE_POSITIVE
356,-61.625,0.115,-0.115,211.315,0.092,-0.092,2459884.35,3.9306746,1.4305142,0.1588359,-0.1588359,1637.198427,85.50518,-85.50518,1.7902006,17.7418678,523.4432264,11.8467,0.008,-0.008,47.2496,0.0963,-0.0963,3512.0,157.0,-157.0,4.81618,0.411452,CONFIRMED
357,17.437,0.057,-0.057,8.666,0.036,-0.036,2458761.603,2.7568649,2.312,0.112,-0.112,18380.0,9.07367,-9.07367,9.49438,528.6493516,1275.5980574999999,13.0852,0.6,-0.6,425.989,4.317,-4.317,5833.0,131.1,-131.1,4.34,1.24,FALSE_POSITIVE
358,-66.932,0.113,-0.113,-89.67,0.094,-0.094,2458957.042,1.62263,1.555,0.422,-0.422,1630.0,6.54313,-6.54313,4.33692,713.443,1439.0,10.0943,0.008,-0.008,115.724,1.0315,-1.0315,5016.1,577.2,-577.2,4.34,1.01,FALSE_POSITIVE
359,11.168,0.099,-0.099,14.047,0.049,-0.049,2459099.822,35.4557945,3.867,0.659,-0.659,9890.0,20.4331,-20.4331,8.9807,9.24196,485.0,11.6235,0.006,-0.006,190.422,1.7605,-1.7605,5076.0,127.7,-127.7,4.53,0.83,CONFIRMED
360,207.907,0.067,-0.067,-171.569,0.09,-0.09,2458492.914,2.974175,3.031634,0.343247,-0.343247,11707.25724,1687.3541,-1687.3541,3.756355,13.8678401,492.1777269,13.2312,0.007,-0.007,56.336,0.1543,-0.1543,3333.0,102.0,-102.0,4.94824,0.302,FALSE_POSITIVE
361,-115.36,0.093,-0.093,-192.354,0.062,-0.062,2460655.202,3.9813082,3.1,0.753,-0.753,464.0,14.4134,-14.4134,2.36323,986.754,1561.0,7.7746,0.006,-0.006,63.0637,0.1994,-0.1994,6011.9,122.6,-122.6,4.36,1.16,CONFIRMED
362,28.992,0.046,-0.046,25.403,0.06,-0.06,2458326.05,1.59782,1.49,0.296,-0.296,1713.69,4.56,-4.56,3.59995,955.676,1548.0,11.0264,0.006,-0.006,137.504,0.4555,-0.4555,5037.6,64.8,-64.8,4.72,0.79,FALSE_POSITIVE
363,-43.997,0.044,-0.044,7.891,0.074,-0.074,2459758.586,8.6007557,3.304,0.159,-0.159,5090.0,1.44629,-1.44629,10.7988,81.4989,837.0,10.1669,0.006,-0.006,198.473,1.393,-1.393,5389.0,122.6,-122.6,4.06,1.5,CONFIRMED
364,-341.409,0.114,-0.114,-247.87,0.105,-0.105,2459988.468,0.7683904,1.0241242,0.4534768,-0.4534768,903.9933214,92.97864,-92.97864,1.1406447,112.6409067,830.8904817,10.5848,0.007,-0.007,21.9814,0.04025,-0.04025,3329.0,72.0,-72.0,4.94957,0.374139,CONFIRMED
365,15.023,0.076,-0.076,-33.874,0.057,-0.057,2459468.742,3.4715644,2.13,0.364,-0.364,1050.0,1.06639,-1.06639,2.65245,304.054,1163.0,11.2451,0.006,-0.006,154.961,1.1525,-1.1525,5144.5,136.4,-136.4,4.6,0.77,CONFIRMED
366,-5.735,0.053,-0.053,-23.482,0.045,-0.045,2459420.812,7.7942155,0.9710311,0.3507399,-0.3507399,2950.73571,273.62897,-273.62897,4.9169842,112.1124314,829.914194,11.8933,0.007,-0.007,268.041,1.8355,-1.8355,5461.54,121.201,-121.201,4.50982,0.897403,CONFIRMED
367,-8.05,0.093,-0.093,-26.801,0.132,-0.132,2458956.569,2.34483,1.417,0.353,-0.353,370.0,1.27335,-1.27335,4.2647,580.577,1367.0,8.63532,0.006,-0.006,186.825,2.2255,-2.2255,6398.0,126.4,-126.4,3.89,2.13,FALSE_POSITIVE
368,-177.236,0.037,-0.037,-81.772,0.044,-0.044,2459634.761,3.1274634,1.9812695,0.1941448,-0.1941448,1331.83693,68.603745,-68.603745,2.5802896,103.2675998,813.0378617,10.8116,0.006,-0.006,73.5977,0.1604,-0.1604,4225.0,135.544,-135.544,4.5756,0.693431,CONFIRMED
369,-102.571,0.05,-0.05,-43.917,0.059,-0.059,2460180.378,17.6671687,2.525,0.14,-0.14,854.0,34.8289,-34.8289,1.87042,7.60884,462.0,8.7513,0.006,-0.006,39.0341,0.04005,-0.04005,4813.0,111.0,-111.0,4.38,0.69,CONFIRMED
370,7.85,2.0,-2.0,-51.7,2.0,-2.0,2459367.92,10.9803025,1.659,0.1,-0.1,2390.0,3.83463,-3.83463,7.58741,73.7576,1275.5980574999999,10.2401,0.006,-0.006,204.207,2.5675,-2.5675,5951.0,131.1,-131.1,4.34,1.27,FALSE_POSITIVE
371,-0.987,0.037,-0.037,2.809,0.04,-0.04,2459169.549,0.2476684,0.401,0.116,-0.116,2460.0,68.7076,-68.7076,5.81442,1087.04,1599.0,13.1599,0.007,-0.007,320.901,2.596,-2.596,4886.0,122.0,-122.0,4.59,0.75,FALSE_POSITIVE
372,-6.195,3.046,-3.046,1.569,3.046,-3.046,2459278.825,3.5463582,4.168,0.621,-0.621,6020.0,8.42887,-8.42887,9.49438,922.838,1535.0,12.7345,0.006,-0.006,815.313,2.5675,-2.5675,5453.0,291.1,-291.1,4.34,1.24,FALSE_POSITIVE
373,12.352,0.033,-0.033,-46.466,0.048,-0.048,2460431.584,15.3468182,6.425,0.609,-0.609,665.0,31.0605,-31.0605,3.99579,126.052,933.0,9.6087,0.006,-0.006,198.007,0.82,-0.82,5588.0,124.973,-124.973,3.92293,1.8,CONFIRMED
374,45.399,0.301,-0.301,-40.819,0.281,-0.281,2459448.895,1.8098811,3.7636624,0.0056798,-0.0056798,13033.56127,23.311634,-23.311634,21.9555549,5139.026625,2159.434157,9.02706,0.007,-0.007,194.459,6.0225,-6.0225,6278.2,103.7,-103.7,3.97,1.89121,CONFIRMED
375,-26.182,0.043,-0.043,2.141,0.042,-0.042,2459604.096,12.6396982,3.3830702,0.0862129,-0.0862129,3292.681286,114.02858,-114.02858,4.6025162,39.6563977,640.0266601,10.7192,0.006,-0.006,126.903,0.4395,-0.4395,5217.0,128.364,-128.364,4.59186,0.789425,CONFIRMED
376,-5.199,0.028,-0.028,-5.857,0.032,-0.032,2458731.299,3.3418892,2.084,0.209,-0.209,24860.0,41.749,-41.749,13.4003,123.578,928.0,13.4979,0.006,-0.006,380.532,2.779,-2.779,4874.0,122.0,-122.0,4.53,0.8,FALSE_POSITIVE
377,-2.152,0.059,-0.059,-1.765,0.051,-0.051,2458712.069,1.06884,2.512,0.474,-0.474,470.0,1.70665,-1.70665,10.3628,32361.2,3736.0,9.8261,0.011,-0.011,1013.56,29.319,-29.319,9222.0,179.0,-179.0,3.42,4.94,FALSE_POSITIVE
378,125.984,0.041,-0.041,232.988,0.045,-0.045,2460554.347,4.8878037,2.184,0.082,-0.082,4279.0,24.5064,-24.5064,5.29152,71.6805,810.0,8.5077,0.006,-0.006,37.7647,0.03365,-0.03365,4757.3,130.6,-130.6,4.56,0.76,CONFIRMED
379,-36.144,0.108,-0.108,-13.014,0.061,-0.061,2460284.309,1.6739029,1.355,0.117,-0.117,863.0,22.3356,-22.3356,3.44449,757.167,1461.0,10.0121,0.006,-0.006,188.959,2.4405,-2.4405,6115.5,141.5,-141.5,4.33,1.22,CONFIRMED
380,22.011,0.076,-0.076,-25.335,0.047,-0.047,2459244.752,5.4566563,3.783,0.263,-0.263,4160.0,1.24686,-1.24686,10.9408,381.078,1230.0,10.9657,0.006,-0.006,373.675,5.8625,-5.8625,5674.8,171.9,-171.9,4.04,1.72,CONFIRMED
381,-4.594,0.063,-0.063,2.858,0.064,-0.064,2458492.727,1.07242,1.996,0.216,-0.216,632.189,0.737297,-0.737297,22.0397,1909.78,1841.0,10.4029,0.01,-0.01,1006.54,42.769,-42.769,5001.6,55.5,-55.5,4.34,7.97,FALSE_POSITIVE
382,-5.189,0.05,-0.05,-1.129,0.035,-0.035,2459853.854,2.0319883,3.4937463,0.0600702,-0.0600702,12273.00569,168.68814,-168.68814,17.7163979,2886.2922,1869.411128,12.489,0.008,-0.008,705.981,25.1855,-25.1855,6161.0,134.74,-134.74,4.1171,1.56523,CONFIRMED
383,55.052,0.05,-0.05,10.638,0.044,-0.044,2460561.018,25.8386422,5.209,0.392,-0.392,1806.0,67.3058,-67.3058,4.31235,32.9135,667.0,10.0618,0.006,-0.006,146.858,0.6835,-0.6835,5769.0,146.5,-146.5,4.43,1.03,CONFIRMED
384,1.35,0.082,-0.082,-64.604,0.06,-0.06,2460532.279,2.1376682,1.879,0.027,-0.027,8819.0,96.048,-96.048,15.7532,531.159,1337.0,9.13055,0.006,-0.006,149.216,1.1405,-1.1405,5806.0,133.6,-133.6,4.05,1.6,CONFIRMED
385,-1.2,2.1,-2.1,5.2,2.0,-2.0,2460011.605,1.8080364,2.892,0.581,-0.581,1264.0,1065.6,-1065.6,9.49438,12760.9,2960.0,10.1853,0.006,-0.006,273.2615,2.5675,-2.5675,5354.5,17.2,-17.2,4.34,1.24,FALSE_POSITIVE
386,64.763,0.049,-0.049,-5.056,0.041,-0.041,2458332.083,11.535076,8.555958,0.069027,-0.069027,2389.90616,28.935114,-28.935114,12.215808,528.6493516,1275.5980574999999,7.1062,0.006,-0.006,79.5702,0.17345,-0.17345,5479.3,57.0,-57.0,3.77,2.48771,CONFIRMED
387,-18.394,0.045,-0.045,41.448,0.046,-0.046,2458683.868,0.8374997,1.9640812,0.2031303,-0.2031303,248.9571168,24.776567,-24.776567,2.0046235,3684.520638,1987.078379,10.4767,0.006,-0.006,185.506,0.808,-0.808,5706.0,141.0,-141.0,4.37,1.08974,CONFIRMED
388,-1053.98,0.074,-0.074,414.3,0.083,-0.083,2459280.989,1.6289322,0.809276,0.0963656,-0.0963656,2512.119245,97.33358,-97.33358,1.2145664,20.9593189,545.7126746,10.8372,0.007,-0.007,12.613,0.007,-0.007,3202.0,131.1,-131.1,4.86375,0.226407,CONFIRMED
389,91.732,0.046,-0.046,-34.432,0.046,-0.046,2460660.824,2.6800536,1.758,0.353,-0.353,456.0,21.0246,-21.0246,2.3437,342.997,1198.0,9.52906,0.006,-0.006,111.276,0.3695,-0.3695,5550.0,134.2,-134.2,4.37,1.07,CONFIRMED
390,-115.432,0.067,-0.067,-249.177,0.049,-0.049,2458385.036,3.9934418,1.9693065,0.1126487,-0.1126487,5801.895716,256.10855,-256.10855,4.2556645,28.2359721,587.9229796,11.7315,0.007,-0.007,64.6692,0.13825,-0.13825,3748.0,64.0,-64.0,4.7573,0.523113,CONFIRMED
391,2.306,0.024,-0.024,-107.544,0.029,-0.029,2459032.681,3.2428744,2.417,0.494,-0.494,1470.0,6.59101,-6.59101,2.3171,113.659,909.0,12.3454,0.006,-0.006,107.33,0.1835,-0.1835,4016.0,126.2,-126.2,4.72,0.58,FALSE_POSITIVE
392,-11.267,0.052,-0.052,7.382,0.055,-0.055,2459990.141,12.4498835,5.45,1.484,-1.484,1827.0,2863.81,-2863.81,20.0559,5588.85,2408.0,10.1015,0.006,-0.006,571.204,12.3015,-12.3015,8469.0,152.9,-152.9,3.96,2.51,FALSE_POSITIVE
393,227.022,0.039,-0.039,204.489,0.043,-0.043,2460550.715,5.006622,1.66,0.512,-0.512,1290.0,85.8561,-85.8561,2.22447,47.6469,731.0,10.4382,0.006,-0.006,46.4488,0.051,-0.051,4006.0,123.3,-123.3,4.68,0.6,CONFIRMED
394,-2.929,0.047,-0.047,31.003,0.045,-0.045,2460139.317,9.531366,1.673,0.388,-0.388,916.0,45.983,-45.983,2.24794,19.4095,584.0,9.9059,0.006,-0.006,58.6212,0.0796,-0.0796,4504.0,168.0,-168.0,4.58833,0.72,CONFIRMED
395,52.515,0.028,-0.028,-67.02,0.039,-0.039,2458474.495,12.1914558,3.3188127,0.1826303,-0.1826303,2625.057074,104.49199,-104.49199,4.6131319,44.7551381,659.6756823,10.6995,0.006,-0.006,130.46,0.3995,-0.3995,5418.0,185.0,-185.0,4.57259,0.840971,CONFIRMED
396,-3.72,0.058,-0.058,-4.636,0.052,-0.052,2459226.923,0.8335712,1.509,0.194,-0.194,3340.0,6.14771,-6.14771,12.5164,3359.53,2120.0,12.9913,0.007,-0.007,1246.21,49.09,-49.09,6158.0,123.6,-123.6,3.87,2.09,FALSE_POSITIVE
397,313.918,0.039,-0.039,-20.177,0.043,-0.043,2460175.749,6.0344667,1.89,0.109,-0.109,1800.0,50.0931,-50.0931,4.44029,64.2648,788.0,9.179,0.006,-0.006,94.1719,0.2512,-0.2512,5586.0,187.0,-187.0,4.36763,1.05,CONFIRMED
398,4.131,0.041,-0.041,-1.832,0.039,-0.039,2459421.463,2.6634154,1.8429688,0.0966523,-0.0966523,37522.94895,1205.5743,-1205.5743,13.6857367,113.6142497,832.6796495,14.1959,0.006,-0.006,305.3,2.9735,-2.9735,4051.0,122.0,-122.0,4.54826,0.701369,CONFIRMED
399,-10.949,0.05,-0.05,21.896,0.047,-0.047,2458568.222,1.0339,1.404,0.265,-0.265,520.0,1.77988,-1.77988,5.37338,2619.59,1993.0,10.7961,0.006,-0.006,465.461,5.667,-5.667,6444.0,131.4,-131.4,3.84,2.28,FALSE_POSITIVE
400,-60.6,0.083,-0.083,-26.012,0.065,-0.065,2459574.943,4.6336155,3.557,0.041,-0.041,7660.0,0.0756118,-0.0756118,15.2453,734.672,1450.0,8.69009,0.006,-0.006,161.743,1.1155,-1.1155,6780.0,202.0,-202.0,4.08247,1.68,CONFIRMED
401,16.962,0.198,-0.198,-18.032,0.166,-0.166,2460310.065,1.4956727,1.965,0.254,-0.254,3708.0,182.046,-182.046,6.10516,658.968,1411.0,11.9409,0.006,-0.006,239.055,7.909,-7.909,4812.0,159.3,-159.3,4.28,1.06,FALSE_POSITIVE
402,-7.83,2.0,-2.0,-74.56,2.0,-2.0,2458975.507,3.8961515,1.742,0.257,-0.257,8620.0,5.13169,-5.13169,8.40446,152.54,979.0,11.208,0.018,-0.018,273.2615,2.5675,-2.5675,5477.2,22.6,-22.6,4.34,0.87,FALSE_POSITIVE
403,-48.936,0.051,-0.051,42.685,0.055,-0.055,2459715.022,4.3533211,1.894,0.137,-0.137,21740.0,10.4724,-10.4724,7.17236,14.9972,548.0,13.4609,0.007,-0.007,108.883,0.4305,-0.4305,3422.0,157.0,-157.0,4.77,0.46,CONFIRMED
404,-28.708,0.081,-0.081,0.99,0.054,-0.054,2459303.595,3.4058895,2.6582989,0.0189857,-0.0189857,15490.07954,100.48253,-100.48253,17.2861065,970.9417325,1423.698546,11.4553,0.008,-0.008,383.829,6.334,-6.334,6302.0,131.1,-131.1,4.30907,1.26867,CONFIRMED
405,-1.97,0.097,-0.097,10.605,0.061,-0.061,2459494.881,2.1747824,1.654,0.09,-0.09,560.0,0.187547,-0.187547,1.79105,174.942,1013.0,11.375,0.006,-0.006,115.461,0.7055,-0.7055,4542.0,122.4,-122.4,4.58,0.71,CONFIRMED
406,0.392,0.037,-0.037,-8.095,0.044,-0.044,2459183.305,17.1217196,6.507,0.311,-0.311,131000.0,0.701384,-0.701384,10.2267,204.585,1053.0,11.402,0.008,-0.008,262.475,1.662,-1.662,5762.0,130.882,-130.882,4.44944,1.0,FALSE_POSITIVE
407,-9.381,0.039,-0.039,-15.255,0.05,-0.05,2459633.497,2.9720774,4.41,0.16,-0.16,6440.0,2.16409,-2.16409,15.6498,1939.51,1848.0,12.5119,0.007,-0.007,935.456,23.769,-23.769,6101.12,142.809,-142.809,3.92024,1.95,CONFIRMED
408,20.225,0.05,-0.05,-15.607,0.048,-0.048,2459062.718,2.2554459,1.6678604,0.0460371,-0.0460371,5283.71039,144.01193,-144.01193,11.0535293,1472.009522,1579.782885,11.788,0.006,-0.006,407.84,4.1945,-4.1945,5817.0,126.7,-126.7,4.23,1.29661,CONFIRMED
409,-15.112,0.026,-0.026,-14.999,0.021,-0.021,2459197.326,1.2434016,0.939,0.263,-0.263,4070.0,20.2163,-20.2163,5.66309,412.506,1255.0,12.483,0.007,-0.007,246.568,1.258,-1.258,4967.0,126.6,-126.6,4.6,0.75,FALSE_POSITIVE
410,-3.733,0.047,-0.047,-2.789,0.054,-0.054,2459125.847,83.8962434,13.0330846,0.2203743,-0.2203743,1217.672325,34.356415,-34.356415,7.2168832,29.5832748,594.8141775,9.8467,0.006,-0.006,263.145,1.569,-1.569,5823.7,76.0,-76.0,3.77,2.04354,CONFIRMED
411,-5.429,0.057,-0.057,-38.609,0.09,-0.09,2458438.148,1.9416366,1.9321358,0.0801912,-0.0801912,32945.13478,1000.52655,-1000.52655,11.7569044,127.6742735,857.3252177,14.857,0.007,-0.007,385.689,5.7415,-5.7415,3837.0,133.0,-133.0,4.72608,0.633668,CONFIRMED
412,-14.785,0.052,-0.052,-46.313,0.042,-0.042,2460342.349,13.0791581,2.97,0.665,-0.665,1143.0,62.5902,-62.5902,3.25485,48.6058,735.0,10.2108,0.006,-0.006,139.49,0.535,-0.535,5453.0,117.875,-117.875,4.41707,1.0,CONFIRMED
413,8.928,0.047,-0.047,7.102,0.05,-0.05,2460023.13,734.4987702,2.529,0.588,-0.588,1004.0,72.6296,-72.6296,2.1838,9.04438,483.0,9.36,0.006,-0.006,59.7117,0.1293,-0.1293,4953.9,107.6,-107.6,4.59,0.76,CONFIRMED
414,4.563,0.036,-0.036,-10.646,0.04,-0.04,2459771.875,2.1570462,2.3436622,0.0359979,-0.0359979,17928.36728,330.31314,-330.31314,14.5949243,1041.32495,1448.82629,11.6006,0.007,-0.007,299.999,2.492,-2.492,5863.0,140.7,-140.7,4.42,1.04535,FALSE_POSITIVE
415,-2.162,0.051,-0.051,-4.982,0.051,-0.051,2459823.16,0.9655766,1.224,0.24,-0.24,3140.0,299.993,-299.993,11.5845,3796.11,2186.0,12.3886,0.03,-0.03,832.543,23.6575,-23.6575,7542.0,254.4,-254.4,4.11,1.92,FALSE_POSITIVE
416,-4.179,0.045,-0.045,2.297,0.058,-0.058,2459229.684,2.6535777,2.1014914,0.3624995,-0.3624995,1446.27536,105.75453,-105.75453,6.685956,4941.352343,2138.361887,11.0285,0.012,-0.012,607.29,13.915,-13.915,8037.0,156.255,-156.255,4.26402,1.70185,FALSE_POSITIVE
417,12.641,0.044,-0.044,-16.011,0.041,-0.041,2458326.009,1.4303699,1.6165994,0.0192089,-0.0192089,18960.71229,184.79134,-184.79134,13.1874503,1281.240825,1525.904809,12.4069,0.006,-0.006,375.31,4.411,-4.411,5600.0,131.1,-131.1,4.48851,0.890774,CONFIRMED
418,3.558,0.062,-0.062,-7.532,0.067,-0.067,2460478.507,2.817627,1.455,0.289,-0.289,868.0,76.3479,-76.3479,3.22711,327.873,1185.0,10.4875,0.006,-0.006,237.065,2.6065,-2.6065,6320.6,104.4,-104.4,4.4,1.17,FALSE_POSITIVE
419,0.525,0.049,-0.049,0.485,0.047,-0.047,2459985.028,2.8259491,2.409,0.863,-0.863,2206.0,228.166,-228.166,8.56637,4419.71,2271.0,10.4337,0.006,-0.006,522.177,10.23,-10.23,8192.0,132.7,-132.7,4.21,1.84,FALSE_POSITIVE
420,-2.77,0.041,-0.041,-79.214,0.042,-0.042,2460556.103,1.8824539,2.46,0.429,-0.429,1391.0,1435.13,-1435.13,8.29008,15173.2,3091.0,9.7604,0.006,-0.006,153.743,0.593,-0.593,5900.4,71.9,-71.9,4.39,1.13,FALSE_POSITIVE
421,-5.814,0.051,-0.051,4.328,0.047,-0.047,2458521.291,3.28892,3.793,0.202,-0.202,10518.9,530.608,-530.608,9.49438,29832.6,3661.0,10.7173,0.013,-0.013,906.827,23.8635,-23.8635,8734.2,283.6,-283.6,4.1,1.24,FALSE_POSITIVE
422,7.437,0.07,-0.07,-10.931,0.078,-0.078,2459064.594,3.0958985,1.8584684,0.1017215,-0.1017215,10354.9917,492.3127,-492.3127,19.2443952,1246.352843,1515.409487,12.0516,0.011,-0.011,539.486,13.1975,-13.1975,6764.0,6750.8,-6750.8,4.3,1.25844,FALSE_POSITIVE
423,-5.746,0.176,-0.176,4.502,0.261,-0.261,2459228.878,0.6808702,2.4634563,0.0557065,-0.0557065,1507.800689,39.971123,-39.971123,5.9115908,87140.69959,4382.026606,8.45086,0.006,-0.006,485.122,36.246,-36.246,9438.0,782.0,-782.0,4.34,1.0,FALSE_POSITIVE
424,11.27,0.027,-0.027,20.887,0.028,-0.028,2458733.08,0.3093954,0.442,0.083,-0.083,7680.0,4036.96,-4036.96,15.7244,1703.73,1789.0,13.0744,0.007,-0.007,287.244,1.251,-1.251,4769.0,122.0,-122.0,4.59,0.73,FALSE_POSITIVE
425,1.919,0.07,-0.07,-5.242,0.077,-0.077,2460481.443,2.993282,2.5766956,0.1304655,-0.1304655,14780.30095,921.27045,-921.27045,21.7455581,1890.648971,1681.792747,12.419,0.022,-0.022,655.037,24.078,-24.078,6343.0,111.606,-111.606,4.13783,1.58601,CONFIRMED
426,-26.044,0.076,-0.076,-75.114,0.094,-0.094,2458687.538,6.3878202,1.4551851,0.1603285,-0.1603285,5857.01647,425.97147,-425.97147,2.041471,3.8775285,357.8973634,13.4764,0.007,-0.007,48.4809,0.098,-0.098,3285.0,157.0,-157.0,4.98992,0.247331,CONFIRMED
427,79.049,0.151,-0.151,165.735,0.109,-0.109,2458326.79,4.9019938,1.3243804,0.2470788,-0.2470788,10774.95121,947.59814,-947.59814,2.5554145,5.0534848,382.3996541,14.2612,0.007,-0.007,69.3649,0.3229,-0.3229,3147.0,99.0,-99.0,5.04654,0.240807,CONFIRMED
428,-5.608,0.096,-0.096,7.078,0.087,-0.087,2459274.885,4.2889696,2.517,0.433,-0.433,5850.0,8.8415,-8.8415,20.7112,646.761,1404.0,10.6311,0.008,-0.008,589.423,16.164,-16.164,6736.9,107.5,-107.5,3.76,2.61,CONFIRMED
429,41.218,0.08,-0.08,-46.098,0.068,-0.068,2458791.53,0.98999,2.05,0.553,-0.553,420.0,2.23588,-2.23588,3.95137,7729.29,2612.0,9.10226,0.006,-0.006,184.69,1.2895,-1.2895,6208.0,172.9,-172.9,3.99,1.84,FALSE_POSITIVE
430,-9.805,0.101,-0.101,1.898,0.083,-0.083,2459885.017,5.7238582,3.8545141,0.0762659,-0.0762659,8682.246603,141.82971,-141.82971,11.6470757,434.1768781,1164.223664,11.2791,0.006,-0.006,313.576,4.37,-4.37,6086.0,115.011,-115.011,4.31517,1.23052,CONFIRMED
431,-1.536,0.058,-0.058,-9.979,0.048,-0.048,2460177.867,1.3042553,1.706,0.213,-0.213,914.0,628.954,-628.954,9.36472,26944.7,3569.0,10.0119,0.006,-0.006,301.298,2.496,-2.496,6762.0,130.2,-130.2,4.11,1.75,FALSE_POSITIVE
432,-20.119,0.097,-0.097,7.542,0.104,-0.104,2458523.943,7.574675,3.0847866,0.0376655,-0.0376655,6208.064931,75.560074,-75.560074,13.4069567,516.8517446,1216.07748,10.1913,0.008,-0.008,275.377,7.6635,-7.6635,6422.0,197.0,-197.0,4.20608,1.4885499,FALSE_POSITIVE
433,1.027,0.203,-0.203,-4.059,0.16,-0.16,2459547.065,2.0492064,3.417,0.144,-0.144,1030.0,56.325,-56.325,9.49438,528.6493516,1275.5980574999999,10.1283,0.072,-0.072,4488.38,1671.21,-1671.21,5833.0,131.1,-131.1,4.34,1.24,FALSE_POSITIVE
434,-122.326,0.064,-0.064,110.588,0.058,-0.058,2460367.148,1.0662082,1.142,0.138,-0.138,151.0,8.97283,-8.97283,1.0883,876.703,1515.0,7.7885,0.006,-0.006,45.864,0.06465,-0.06465,5668.0,104.7,-104.7,4.51,0.93,CONFIRMED
435,62.064,0.077,-0.077,-48.245,0.051,-0.051,2459522.949,11.1684037,5.354,0.399,-0.399,9660.0,2.15196,-2.15196,12.77,312.155,1171.0,9.31437,0.006,-0.006,130.72,0.7635,-0.7635,5981.0,139.4,-139.4,4.31,1.22,CONFIRMED
436,-1.585,0.317,-0.317,-2.482,0.309,-0.309,2459976.897,7.7517472,3.761,0.495,-0.495,861.0,45.338,-45.338,11.6856,123.828,929.0,9.6732,0.007,-0.007,454.873,38.5215,-38.5215,5133.0,122.0,-122.0,4.34,4.75,FALSE_POSITIVE
437,-3.778,0.032,-0.032,-6.365,0.035,-0.035,2459825.552,1.4857148,2.3275852,0.0989217,-0.0989217,21303.59583,772.7898,-772.7898,14.8585448,1530.903744,1595.352734,13.6414,0.008,-0.008,720.753,10.343,-10.343,5781.0,85.0,-85.0,4.44616,1.01034,CONFIRMED
438,3.562,0.032,-0.032,59.957,0.04,-0.04,2458325.749,0.556109,1.096708,0.221493,-0.221493,172.860189,23.13988,-23.13988,1.609049,8967.452529,2481.915671,10.7109,0.006,-0.006,230.697,1.043,-1.043,5670.45,40.2845,-40.2845,4.16644,1.18329,FALSE_POSITIVE
439,16.883,0.05,-0.05,5.076,0.042,-0.042,2460658.974,8.0277326,4.284,0.021,-0.021,5705.0,19.6569,-19.6569,9.06883,248.619,1106.0,9.02855,0.006,-0.006,114.048,0.307,-0.307,5962.7,68.6,-68.6,4.38,1.15,CONFIRMED
